,eukulele_taxonomy,mmseqs_taxonomy,total_length,total_num_contigs,total_length_5kb,total_length_10kb,total_length_50kb,GC_percent,N50,L50,num_predicted_proteins,num_proteins_annotated_pfam,proportion_proteins_annoated_pfam,num_unique_pfam,num_proteins_annotated_kegg,proportion_proteins_annoated_kegg,num_unique_kegg,busco_eukaryota_odb10_completeness,busco_eukaryota_odb10_contamination,eukcc_completeness,eukcc_contamination,eukcc_lineage,ocean_region,depth,size_fraction
TOPAZ_SPD1_E018,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,12820494,1459,11013764,7266745,58839,48.43,11338,366,7077,4577,64.67,2154,2595,36.67,2755,71.76,0.0,79.37,1.27,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales,SPO,DCM,0.8-5
TOPAZ_SPD1_E019,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,22846991,5468,8359405,1403680,0,60.12,4157,1863,12101,5728,47.33,1235,1827,15.1,2262,44.31,0.39,42.11,0.0,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E020,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;-;-,16814084,4145,5423639,485212,0,44.76,4046,1478,8257,4543,55.02,1561,1869,22.64,2515,54.51,1.18,52.63,3.51,Eukaryota,SPO,DCM,0.8-5
TOPAZ_SPD1_E021,Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Bolidophyceae;-;Parmales;Triparmaceae;Triparma pacifica,11880133,2480,5868903,1499890,0,51.27,4964,781,5838,3112,53.31,1103,1300,22.27,1905,37.65,0.39,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E022,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,14180505,1939,11311521,6031613,0,60.98,8734,502,8057,5468,67.87,2649,3168,39.32,3214,85.49,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD1_E023,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Ascomycota;Leotiomycetes;-;Helotiales;Mollisiaceae;Rhynchosporium commune,47806113,535,47620109,47084822,43247832,48.59,197824,70,17215,10538,61.21,3456,5309,30.84,3918,98.43,0.0,,,,SPO,DCM,0.8-5
TOPAZ_SPD4_E004,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,18663419,4754,5116321,252021,0,34.72,3964,1770,2406,246,10.22,36,61,2.54,136,0.39,0.0,,,,SPO,DCM,180-2000
TOPAZ_SPD4_E005,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,2589311,722,488620,0,0,34.4,3504,279,624,115,18.43,11,23,3.69,62,0.0,0.0,,,,SPO,DCM,180-2000
TOPAZ_SPS1_E042,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,4011675,1122,663715,129442,0,47.27,3454,430,2371,1286,54.24,549,586,24.72,1142,17.65,0.0,26.32,3.51,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E043,Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;-;-;-;-,Eukaryota;-;Sar;-;Chrysophyceae;-;Chromulinales;Paraphysomonadaceae;Paraphysomonas bandaiensis,20674057,2281,17435441,12342569,645357,31.65,12904,462,10783,5919,54.89,2184,2791,25.88,3033,71.37,1.18,77.78,10.27,Eukaryota_Fungi_Ascomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E044,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,4192991,1229,617945,14451,0,39.83,3263,482,1593,402,25.24,57,66,4.14,274,0.78,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E045,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,9518438,2654,1805954,87454,0,62.27,3508,1014,4727,2190,46.33,462,598,12.65,1213,15.69,0.39,10.26,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E046,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Bathycoccus prasinos,13713520,840,13189950,11531326,1949051,48.32,24536,177,7304,4933,67.54,2399,2916,39.92,2927,78.04,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E047,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,57387513,15336,12558756,765913,0,56.17,3699,5790,26676,12618,47.3,1698,3309,12.4,2895,51.37,0.78,57.89,1.75,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E048,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,10959357,2469,4627002,765774,0,70.75,4578,838,5666,3686,65.05,1840,2114,37.31,2524,61.18,0.0,64.91,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E049,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Thalassiosira;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Thalassiosirophycidae;Thalassiosirales;Thalassiosiraceae;Thalassiosira oceanica,29323338,5681,16664978,4711660,85272,55.01,5563,1726,13235,6007,45.39,1916,2445,18.47,2770,66.67,1.18,78.26,4.35,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E050,Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;-;-;-,Eukaryota;-;-;-;Cryptophyceae;-;Pyrenomonadales;Geminigeraceae;Geminigera cryophila,52919207,9316,33709050,13960582,178077,58.26,6389,2557,24369,10626,43.6,2469,3842,15.77,3321,71.76,3.53,70.02,14.89,Eukaryota_Fungi_Ascomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E051,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,54997954,9913,34407090,13032942,52027,67.2,6180,2797,31796,14067,44.24,2213,3922,12.33,3454,69.8,1.18,73.68,12.28,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E052,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,17349718,3223,10443907,3165269,0,42.75,5840,983,9120,4559,49.99,2072,2487,27.27,2814,66.67,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E053,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Fungi;Opisthokonta;Ascomycota;Sordariomycetes;Hypocreomycetidae;Hypocreales;Nectriaceae;Acremonium chrysogenum,3038172,922,233557,0,0,54.89,3196,382,1648,851,51.64,344,369,22.39,761,9.8,0.0,10.14,0.27,Eukaryota_Fungi_Ascomycota_Sordariomycetes_Hypocreales,SPO,SRF,0.8-5
TOPAZ_SPS1_E054,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,41394118,8918,19140913,4689771,0,59.44,4741,2871,16713,7571,45.3,1643,2407,14.4,2736,51.76,0.39,37.78,6.67,Eukaryota_Apicomplexa,SPO,SRF,0.8-5
TOPAZ_SPS1_E055,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,51614452,9196,32961646,12142246,0,68.57,6296,2643,28078,13007,46.32,2327,3916,13.95,3465,70.98,1.96,71.28,28.72,Eukaryota_Fungi_Microsporidia_Pleistophoridae_Vavraia_Vavraia.culicis,SPO,SRF,0.8-5
TOPAZ_SPS1_E056,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,18379044,5108,3190437,118188,0,48.66,3545,1977,8279,4052,48.94,863,1197,14.46,1836,27.06,0.39,20.69,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E057,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,3497844,1087,246079,0,0,61.74,3090,455,2090,753,36.03,182,202,9.67,604,9.02,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E058,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;-;-,16128614,2378,12185657,5961028,0,55.73,8027,636,9777,5715,58.45,1903,2305,23.58,2843,71.76,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E059,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Isochrysidales;Isochrysidaceae;Chrysotila carterae,9226254,2197,3520930,546130,0,59.41,4213,741,5741,2837,49.42,866,1016,17.7,1742,24.71,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E060,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,37976653,5956,26991569,12728074,54045,51.96,7272,1595,17922,8607,48.02,2407,3392,18.93,3282,78.04,0.39,75.74,11.32,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E061,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,32252200,4855,23707280,11845236,54201,47.37,7787,1260,16366,7979,48.75,2422,3408,20.82,3315,79.61,4.31,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E062,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Pseudopedinella elastica,5850590,1553,1441743,108872,0,65.28,3684,570,2719,1212,44.58,294,328,12.06,881,8.63,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E063,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,7989028,2452,594066,12070,0,60.99,3134,1013,4077,1790,43.9,331,476,11.68,957,9.8,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E064,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,52163885,11053,25535469,5879960,0,40.7,4922,3537,30766,12859,41.8,2241,4250,13.81,3331,75.69,18.82,80.7,36.84,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E065,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,16230677,2206,12772620,7036368,0,49.24,8899,563,8583,5488,63.94,2698,3231,37.64,3200,84.71,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E066,Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dictyochophyceae;-;Pedinellales;-;Florenciella parvula,24303032,5138,11730468,3271314,0,56.67,4869,1604,10786,4660,43.2,1031,1406,13.04,2023,35.29,0.0,40.0,4.44,Eukaryota_Apicomplexa,SPO,SRF,0.8-5
TOPAZ_SPS1_E067,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,10120585,2383,3914132,434925,0,47.93,4378,824,6148,3614,58.78,1649,1877,30.53,2368,56.08,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E068,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,16459522,4538,3094203,147079,0,60.43,3557,1743,10031,4309,42.96,844,1184,11.8,1777,23.14,1.18,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E069,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Mamiellaceae;Micromonas pusilla,13073556,2992,5481980,767734,0,68.54,4490,1015,7965,4437,55.71,1854,2220,27.87,2578,62.75,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E070,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,28450029,6303,12855712,2718872,0,60.67,4633,2038,15302,7087,46.31,1505,2263,14.79,2538,49.02,1.18,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E071,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,9602780,2738,1504741,94797,0,47.74,3373,1065,3225,547,16.96,52,81,2.51,259,1.18,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E072,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,15279251,2474,10731609,4533364,0,54.94,6974,704,7551,4701,62.26,2224,2637,34.92,2880,69.41,0.78,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E073,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Chrysochromulina rotalis,47399375,8387,29996365,12734827,0,62.49,6317,2287,28757,12684,44.11,2338,3860,13.42,3437,72.16,0.39,69.39,24.74,Eukaryota_Fungi_Microsporidia_Pleistophoridae,SPO,SRF,0.8-5
TOPAZ_SPS1_E074,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,30132741,7236,10762508,1207273,0,56.75,4205,2532,16654,7183,43.13,1388,2117,12.71,2396,41.18,0.0,46.51,2.33,Eukaryota_Fungi_Basidiomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E075,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,2736291,843,149833,0,0,65.49,3154,350,1471,709,48.2,185,205,13.94,566,5.1,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E076,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,3613677,980,711686,21545,0,40.01,3604,379,1659,918,55.33,335,372,22.42,799,11.37,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E077,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus lucimarinus,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',12054743,547,11774621,10925248,3474747,60.97,34429,111,7182,4952,68.95,2470,2991,41.65,3016,79.61,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E078,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Amoebozoa;Discosea;Flabellinia;-;-;-;-,19253853,4446,7636283,879247,0,44.77,4421,1544,9193,5162,56.15,1731,2096,22.8,2708,59.61,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E080,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Chaetocerotophycidae;Chaetocerotales;Chaetocerotaceae;Chaetoceros neogracilis,22963492,5363,8969676,1004081,0,41.31,4399,1854,12244,5153,42.09,1595,2049,16.73,2510,60.0,0.78,61.54,2.56,Eukaryota_Bacillariophyta,SPO,SRF,0.8-5
TOPAZ_SPS1_E081,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,13824492,3215,5435165,984499,0,61.85,4334,1068,9094,3949,43.42,860,1133,12.46,1818,21.18,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E082,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;Gonyaulacales;-;-,12362677,3463,2264902,171073,0,56.7,3443,1331,4607,991,21.51,137,153,3.32,640,6.27,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E083,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;-;-;-;-;-,5676496,1596,933030,41043,0,53.26,3491,622,1967,1028,52.26,166,203,10.32,625,6.27,0.39,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E084,Eukaryota;-;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;Choanoflagellata;-;Craspedida;Salpingoecidae;Salpingoeca rosetta,12377782,3132,3571680,274045,0,55.15,3950,1145,5823,2959,50.82,1000,1099,18.87,1909,36.08,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E085,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',12263017,258,12168528,11923048,8850451,60.48,88939,42,7276,5065,69.61,2508,3058,42.03,3057,83.14,0.39,96.58,0.85,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Bathycoccaceae_Ostreococcus,SPO,SRF,0.8-5
TOPAZ_SPS1_E086,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Chrysochromulinaceae;Chrysochromulina rotalis,39509906,8590,18307200,4709664,0,64.45,4743,2706,23809,10687,44.89,1793,2957,12.42,2976,53.73,1.96,51.84,8.12,Eukaryota_Fungi_Ascomycota,SPO,SRF,0.8-5
TOPAZ_SPS1_E087,Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;-;-,14980483,1728,12433214,8478276,203556,62.05,11779,373,8723,5475,62.77,2574,3065,35.14,3120,86.27,0.0,92.98,1.75,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E088,Eukaryota;-;-;-;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,51190385,11997,19816977,4085198,0,65.73,4293,3990,22328,10793,48.34,1773,3134,14.04,2932,57.65,0.0,57.89,7.02,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E089,Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;-;-;-;-,Eukaryota;-;Prymnesiophyceae;Haptista;Haptophyta;-;Prymnesiales;Prymnesiaceae;Haptolina brevifila,27533498,7148,7112274,629760,0,61.28,3784,2620,14437,6187,42.86,1046,1533,10.62,2144,29.8,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E090,Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;-;-;-;-,Eukaryota;-;Sar;-;Dinophyceae;-;-;-;-,5581190,1684,550816,16024,0,44.94,3184,686,1543,208,13.48,18,19,1.23,140,0.0,0.0,,,,SPO,SRF,0.8-5
TOPAZ_SPS1_E091,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;-;-;-;Pycnococcaceae;-,14096842,1989,10981398,5816847,0,60.95,8476,515,8067,5409,67.05,2630,3137,38.89,3210,80.0,0.0,94.74,0.0,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E092,Eukaryota;Archaeplastida;Chlorophyta;-;-;-;-;-,Eukaryota;Viridiplantae;core chlorophytes;Chlorophyta;-;-;-;-;-,6944903,1785,1943048,84429,0,55.53,3878,660,4101,2238,54.57,929,1025,24.99,1661,30.2,0.0,33.76,1.28,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS1_E093,Eukaryota;Archaeplastida;Chlorophyta;Palmophyllophyceae;Prasinococcales;Prasinococcales-Clade-B;Prasinoderma;Prasinoderma coloniale,Eukaryota;Viridiplantae;-;Chlorophyta;Palmophyllophyceae;-;Prasinococcales;Prasinococcaceae;Prasinoderma coloniale,18678377,3432,11326592,3953713,0,69.06,5868,1022,8707,5483,62.97,2376,2906,33.38,3095,81.96,0.0,75.21,0.85,Eukaryota,SPO,SRF,0.8-5
TOPAZ_SPS4_E030,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,4478059,1147,1217293,282407,0,34.84,3762,399,1758,308,17.52,10,24,1.37,90,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E031,Eukaryota;Metazoa;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Stylophora;-,Eukaryota;Metazoa;Opisthokonta;Cnidaria;Anthozoa;Hexacorallia;Scleractinia;Pocilloporidae;Stylophora pistillata,107120494,25305,40822695,5280073,0,37.96,4298,8666,29787,12692,42.61,2160,3119,10.47,3509,52.16,0.0,64.14,33.1,Eukaryota_Apicomplexa_Conoidasida_Eucoccidiorida_Eimeriidae_Eimeria,SPO,SRF,180-2000
TOPAZ_SPS4_E032,Eukaryota;Metazoa;Chordata;Actinopteri;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;Actinopteri;Neopterygii;-;-;-,21713330,7055,565150,10573,0,40.03,2978,3043,6367,1424,22.37,398,436,6.85,955,9.02,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E033,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,175451721,48625,35533951,4120627,0,26.15,3461,18215,36748,8722,23.73,2124,3214,8.75,3207,53.33,2.35,52.17,13.04,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E034,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,47699268,10500,21223436,6654791,57757,34.54,4545,3186,18959,6351,33.5,1402,1792,9.45,2434,47.84,1.18,48.84,2.33,Eukaryota_Fungi_Basidiomycota,SPO,SRF,180-2000
TOPAZ_SPS4_E035,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,2511641,607,889284,0,0,40.21,4136,215,672,228,33.93,12,16,2.38,47,0.0,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E036,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;-;-;-;-;-,18747971,5352,3134285,396949,0,37.98,3342,2049,7789,1509,19.37,240,356,4.57,748,6.27,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E037,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;-;-;-;-;-;-,3234837,890,702895,23466,0,34.36,3555,337,781,123,15.75,9,16,2.05,65,0.39,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E038,Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Branchiopoda;Phyllopoda;Diplostraca;Daphniidae;Daphnia pulex,33076290,1499,30890516,28890856,19513869,37.71,60372,160,8583,3103,36.15,1748,2015,23.48,2244,41.57,0.0,32.01,0.26,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E039,Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Temoridae;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,9954867,2845,1504896,30895,0,37.64,3419,1117,2983,785,26.32,250,275,9.22,625,5.88,0.0,6.39,0.22,Eukaryota_Metazoa,SPO,SRF,180-2000
TOPAZ_SPS4_E040,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,26051143,6201,9882278,2512807,0,36.73,4157,2025,13144,3812,29.0,715,889,6.76,1607,25.1,0.0,28.95,2.63,Eukaryota_Apicomplexa,SPO,SRF,180-2000
TOPAZ_SPS4_E041,Eukaryota;Metazoa;-;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Chordata;-;-;-;-;-,168067647,40106,61620397,15278389,52236,24.2,4134,13142,29230,7440,25.45,1171,1542,5.28,2489,39.22,0.78,30.49,4.86,Eukaryota,SPO,SRF,180-2000
TOPAZ_SPS4_E042,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,5981283,1748,787321,64905,0,42.63,3294,690,2392,604,25.25,119,135,5.64,374,1.57,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E043,Eukaryota;Metazoa;Arthropoda;Hexanauplia;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Hexanauplia;Copepoda;Calanoida;Temoridae;Eurytemora affinis,4027230,1085,921387,123277,0,45.89,3598,399,1994,760,38.11,322,351,17.6,680,10.98,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E044,Eukaryota;Metazoa;Arthropoda;-;-;-;-;-,Eukaryota;Metazoa;Opisthokonta;Arthropoda;Insecta;Pterygota;-;-;-,2554645,720,457311,81359,0,44.99,3379,273,1065,429,40.28,168,183,17.18,421,3.53,0.0,,,,SPO,SRF,180-2000
TOPAZ_SPS4_E045,Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;-;-;-,Eukaryota;-;Sar;Bacillariophyta;Coscinodiscophyceae;Chaetocerotophycidae;Chaetocerotales;Chaetocerotaceae;Chaetoceros cf- neogracilis,34853359,4924,26453153,14866808,178345,41.23,8626,1186,16253,7244,44.57,2293,3070,18.89,3126,80.0,1.57,79.49,5.13,Eukaryota_Bacillariophyta,SPO,SRF,180-2000
TOPAZ_SPS4_E046,Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;-;-,Eukaryota;Viridiplantae;-;Chlorophyta;Mamiellophyceae;-;Mamiellales;Bathycoccaceae;Ostreococcus sp- 'lucimarinus',4188767,1117,912996,35282,0,60.37,3742,425,2923,1831,62.64,913,989,33.84,1471,34.9,0.0,33.65,0.63,Eukaryota_Viridiplantae_Chlorophyta_Mamiellophyceae_Mamiellales_Bathycoccaceae_Ostreococcus,SPO,SRF,180-2000
